Similarity Score,Original Sentence (Keep),Duplicate Sentence (Remove)
0.8733,okay ang quality nung kahoy hindi sya basta basta mababali,sapat na yung quality nung kahoy hindi sya basta basta nababaluktot
0.9197,sarsat yung pagkaka wrap kaya safe nung nakuha ko yung box,sarsat yung pagkaka wrap kaya safe nung nakuha ko yung parcel kanina
0.8775,sarsat yung pagkaka wrap kaya safe nung nakuha ko yung box,sarsat yung pagkaka wrap kaya safe nung nakuha ko yung item kanina
0.8526,bakit parang tabingi yung tahi nung isang cover nung natingnan ko,bakit parang magaspang yung side nung cloth nung natingnan ko
0.9866,presyong sulit para sa mga nagtitipid na gaya ko na gusto mag ayos,presyong sulit para sa mga nagtitipid na gaya ko na gusto ng ayos
0.9225,presyong sulit para sa mga nagtitipid na gaya ko na gusto mag ayos,presyong sulit para sa mga nagtitipid na gaya ko na gusto malinis
0.9866,presyong sulit para sa mga nagtitipid na gaya ko na gusto mag ayos,presyong sulit para sa mga nagtitipid na gaya ko na gusto ng ayos
0.9866,presyong sulit para sa mga nagtitipid na gaya ko na gusto mag ayos,presyong sulit para sa mga nagtitipid na gaya ko na gusto ng ayos
0.8838,ayos yung delivery at secured ang packaging ni shop,mabilis nadeliver ang parcel at maayos ang packaging ni shop
0.8875,sarsat yung pagkaka wrap kaya safe nung nadeliver sa amin,sarsat yung pagkaka wrap kaya safe nung nadeliver sa bahay namin
0.9450,diko inexpect na ganito sya kalambot for the low price na binayad,diko inexpect na ganito sya kalambot for the low price na binayad ko
0.8536,linaw nung print hindi sya pixelated kahit malapitan tignan,galing nung print hindi sya pixelated tignan kahit maliit yung font
0.8823,mejo mahaba yung delivery time pero okay lang dahil sa quality,medyo matagal ang delivery pero worth it naman kasi maganda ang quality
0.8831,sarsat yung pagkaka sealed kaya safe nung nakuha ko yung item,maayos yung pagkaka sealed kaya safe nung nakuha ko yung item kagabi
0.9598,sarsat yung pagkaka sealed kaya safe nung nakuha ko yung item,safe yung pagkaka sealed kaya maayos nung nakuha ko yung item
0.9190,sarsat yung pagkaka sealed kaya safe nung nakuha ko yung item,sarsat yung pagkaka sealed kaya safe nung nakuha ko yung item kagabi
0.8595,sarsat yung pagkaka sealed kaya safe nung nakuha ko yung item,secured yung pagkaka wrap kaya maayos nung nakuha ko yung item kanina
0.9716,sarsat yung pagkaka sealed kaya safe nung nakuha ko yung item,sarsat yung pagkaka sealed kaya safe nung nakuha ko yung item kanina
0.9149,sarsat yung pagkaka sealed kaya safe nung nakuha ko yung item,sarsat yung pagkaka wrap kaya safe nung nakuha ko yung item kanina
0.8504,okay naman yung packaging pero sana mas makapal pa bubble wrap,okay naman yung packaging naka bubble wrap naman pero medyo mainit yung parcel pagdating
0.9463,mejo matagal lang ang shipping pero quality naman ang nakuha ko,mejo matagal lang ang shipping pero quality naman ang nakuha kong item
0.8860,diko expect na ganito sya kalambot for the low price na binayad ko,diko inexpect na ganito sya kalambot for the low price na binayad ko
0.8583,dumating agad ang parcel at kompleto ang anim na piraso sa loob,dumating na yung parcel at kompleto ang apat na piraso sa box
0.9142,dumating agad ang parcel at kompleto ang anim na piraso sa loob,bilis dumating ng parcel at complete naman yung anim na piraso sa box
0.8918,hinde masyadong makapit yung tahi sa gilid parang madaling matastas,parang hinde masyadong makapit yung tahi sa gilid baka matastas
0.9034,diko akalain na ganito karami yung mailalagay ko sa loob nung isang pouch,hindi ko akalain na ganito kadami yung mailalagay ko sa loob nung isang bag
0.9351,diko akalain na ganito karami yung mailalagay ko sa loob nung isang pouch,diko akalain na ganito karami yung mailalagay ko sa bag
0.8790,dumating na yung order earlier kaysa sa date at working naman lahat unit,item received earlier kaysa sa date at working naman lahat unit
0.9101,nakuha ko na ang order at tamang kulay ang pinadala ni seller sa akin,nakuha ko na yung order at tamang variation ang pinadala ni seller
0.8938,nakuha ko na ang order at tamang kulay ang pinadala ni seller sa akin,nakuha na ang order at tamang design ang pinadala ni seller sakin
0.8945,shoutout kay seller sa mabilis na transaction at complete na items sa box,salamat seller sa mabilis na transaction at complete na items sa box
0.8948,shoutout kay seller sa mabilis na transaction at complete na items sa box,salamat seller sa mabilis na transaction at complete items sa box
0.8945,shoutout kay seller sa mabilis na transaction at complete na items sa box,salamat seller sa mabilis na transaction at complete na items sa box
0.8809,shoutout kay seller sa mabilis na transaction at complete na items sa box,thank you seller sa mabilis na transaction at complete items sa box
0.8653,bibili ako bumili sa shop na to pag kailangan ko pa ng extra pouches,uulit ako bumili sa shop na to pag kailangan ko pa ng extra colors
0.9724,mabilis nadeliver ang parcel at working naman lahat nung tinesting ko,mabilis nadeliver ang parcel at working naman lahat nung tinry ko
0.9644,hinde masyadong matibay yung plastic parang madaling mabasag pag nahulog,hinde masyadong matibay yung plastic parang madaling mabasag
0.9176,balot na balot yung pagkaka sealed kaya safe nung nadeliver sa bahay kanina,sarsat yung pagkaka wrap kaya safe nung nadeliver sa bahay kanina
0.8643,mejo matagal lang nadeliver nung rider pero okay naman ang condition,medyo matagal lang dumating yung rider pero okay naman item
0.9483,presyong pang masa pero ang performance ay pang heavy duty talaga promise,presyong pang masa pero ang performance ay pang heavy duty talaga
0.9133,uulit ako mag order para naman sa regalo ko sa asawa ko next week,order ako ulit nito para naman sa regalo ko sa nanay ko next week
0.9343,uulit ako mag order para naman sa regalo ko sa asawa ko next week,order ako ulit para naman sa regalo ko sa inaanak ko next week
0.8566,thank you seller sa mabilis na ship out umabot sa event,thank you seller sa mabilis na transaction naship out agad kinabukasan yung order
0.9169,wrap is very good at makapal ang bubble wrap sa item,packaging is very good at makapal ang bubble wrap sa box nung item
0.9169,wrap is very good at makapal ang bubble wrap sa item,packaging is very good at makapal ang bubble wrap sa box nung item
0.8811,item received earlier than expected at working naman lahat,dumating ang item earlier than expected at working naman lahat
0.9663,thank you seller sa mabilis na ship out at secured ang packaging nito,thank you seller sa mabilis na shipping at secured na packaging nito
0.8871,thank you seller sa mabilis na ship out at secured ang packaging nito,salamat seller sa mabilis na shipping at secured na item
0.8791,thank you seller sa mabilis na ship out at secured ang packaging nito,thanks seller ang bilis ng shipping at ang ganda ng packaging
0.8922,thank you seller sa mabilis na ship out at secured ang packaging nito,thank you seller sa maayos na packaging at mabilis na ship out ng order ko
0.8907,thank you seller sa mabilis na ship out at secured ang packaging nito,thank you seller sa mabilis na ship out at maayos na packaging oorder ulit ako
0.8755,thank you seller sa mabilis na ship out at secured ang packaging nito,thank you seller sa mabilis na delivery at maayos na packaging ng item ko
0.9336,thank you seller sa mabilis na ship out at secured ang packaging nito,thank you seller sa mabilis na ship out at secure na packaging ng item
0.9235,thank you seller sa mabilis na ship out at secured ang packaging nito,thank you seller sa mabilis na shipping at sa maayos na packaging
0.9031,packaging is very good at secured ang bawat piraso sa loob nung plastic,packaging is very good at secured ang bawat kanto nung box
0.8875,nakuha na ang order at tamang variation ang pinadala sakin ni shop,nakuha ko na yung order at tamang variation ang pinadala ni seller
0.8541,disappointment dahil basag yung dulo nung nadeliver sakin yung parcel,disappointed ako kasi punit na yung gilid nung dumating sakin yung parcel
0.8815,hinde sya amoy plastic nung nakuha ko sa box kaya safe gamitin,hinde sya amoy imbakan nung nakuha ko sa box kaya safe gamitin
0.8792,sapat na yung quality para sa aming tawanan tuwing weekend sa bahay,sapat na yung quality para sa aming tawanan sa barkada tuwing gabi
0.8625,mabilis nadeliver yung parcel at walang basag nung nakuha ko box,mabilis dumating ang parcel at naka box pa kaya walang yupi yung pots
0.8546,packaging is good at makapal ang bubble wrap sa bawat piraso sa loob,packaging is very good at makapal ang bubble wrap sa box nung item
0.8653,mali yung kulay na pinadala ni seller umorder ako ng itim pero dilaw binigay,mali yung kulay na pinadala ni seller umorder ako ng itim na tester
0.8675,mali yung kulay na pinadala ni seller umorder ako ng itim pero dilaw binigay,wrong color yung pinadala ni seller order ko black pero dumating sakin ay kulay green
0.8914,working naman lahat nung sinubukan ko i-on nung nakuha ko ang item,working naman lahat nung sinubukan ko nung nakuha ko na yung unit
0.8640,working naman lahat nung sinubukan ko i-on nung nakuha ko ang item,nakuha ko na ang item kanina at working naman lahat nung sinubukan ko
0.8640,working naman lahat nung sinubukan ko i-on nung nakuha ko ang item,nakuha ko na ang item kanina at working naman lahat nung sinubukan ko
0.9562,working naman lahat nung sinubukan ko i-on nung nakuha ko ang item,working naman lahat nung sinubukan ko i-test nung nakuha ko ang item
0.8663,working naman lahat nung sinubukan ko i-on nung nakuha ko ang item,working naman lahat nung sinubukan ko i-test nung nakuha ko
0.9189,bilis maship out ni seller at secured ang packaging with bubble wrap,mabilis maship out ni seller at secured ang bubble wrap
0.9085,bilis maship out ni seller at secured ang packaging with bubble wrap,mabilis naship ni seller at secured yung packaging naka bubble wrap ng makapal
0.8670,bilis maship out ni seller at secured ang packaging with bubble wrap,mabilis naship ni seller at maayos ang pagkakabalot naka bubble wrap pa
0.9071,bilis maship out ni seller at secured ang packaging with bubble wrap,bilis naship ni seller at secure ang packaging naka bubble wrap pa
0.9251,thank you shopee at kay seller dahil maayos ang transaction na to,salamat shopee at kay seller sa mabilis na transaction na to
0.9733,thank you shopee at kay seller dahil maayos ang transaction na to,thank you shopee at sa seller dahil maayos ang transaction na to sa akin
0.8554,thank you shopee at kay seller dahil maayos ang transaction na to,thank you shopee at kay seller sa mabilis na shipping nito
0.9145,thank you shopee at kay seller dahil maayos ang transaction na to,thank you shopee at sa seller sa mabilis na transaction
0.8538,thank you shopee at kay seller dahil maayos ang transaction na to,salamat shopee at kay seller sa mabilis na shipping
0.9733,thank you shopee at kay seller dahil maayos ang transaction na to,thank you shopee at kay seller dahil maayos ang transaction na to sa akin
0.9733,thank you shopee at kay seller dahil maayos ang transaction na to,thank you shopee at kay seller dahil maayos ang transaction na to sa akin
0.9845,thank you shopee at kay seller dahil maayos ang transaction na to,grabe thank you shopee at sa seller dahil maayos ang transaction na to
0.9665,thank you shopee at kay seller dahil maayos ang transaction na to,salamat shopee at kay seller dahil maayos ang transaction na to sa amin
0.8551,napanood ko lang to sa video kaya napaorder ako ng unit na to,napanood ko lang to sa video kaya napaorder ako ng ganitong gripo nadeliver na
0.8920,quality talaga tong cordless drill na to matagal maubos ang charge,quality talaga tong cordless wrench na to matagal maubos ang charge
0.9847,pangit nung quality nung plastic material parang madaling mabasag,pangit nung quality nung plastic material parang madaling mabasag ito
0.8657,pangit nung quality nung plastic material parang madaling mabasag,pangit nung quality nung materyales parang malutong at madaling mabasag
0.9138,pangit nung quality nung plastic material parang madaling mabasag,pangit nung quality nung plastic parang malutong at madaling mabasag
0.8942,pangit nung quality nung plastic material parang madaling mabasag,diko gusto yung quality nung plastic material parang malutong at madaling mabasag
0.9038,pangit nung quality nung plastic material parang madaling mabasag,ang pangit ng quality parang luma na yung plastic madaling maputol
0.8616,saktong sakto sa description na nakalagay sa shop yung nakuha ko,description is accurate sa shop saktong sakto yung nakuha ko ngayon
0.8616,saktong sakto sa description na nakalagay sa shop yung nakuha ko,description is accurate sa shop saktong sakto yung nakuha ko ngayon
0.8616,saktong sakto sa description na nakalagay sa shop yung nakuha ko,description is accurate sa shop saktong sakto yung nakuha ko ngayon
0.8894,saktong sakto sa description na nakalagay sa shop yung nakuha ko,totoo yung description na nakalagay dun sa shop nakuha ko na ang order ko
0.8624,balot na balot sa bubble wrap ang item nung nakuha ko ang parcel,balot na balot sa bubble wrap nung nakuha ko ang parcel kanina sa bahay
0.9022,salamat shopee at kay seller sa mabilis na shipping ng order ko,salamat shopee at kay seller sa mabilis na transaction na to
0.8519,salamat shopee at kay seller sa mabilis na shipping ng order ko,thank you shopee at sa seller dahil maayos ang transaction na to sa akin
0.9390,salamat shopee at kay seller sa mabilis na shipping ng order ko,thank you shopee at kay seller sa mabilis na shipping nito
0.8919,salamat shopee at kay seller sa mabilis na shipping ng order ko,thank you shopee at sa seller sa mabilis na transaction
0.9439,salamat shopee at kay seller sa mabilis na shipping ng order ko,salamat shopee at kay seller sa mabilis na shipping
0.9598,salamat shopee at kay seller sa mabilis na shipping ng order ko,salamat shopee at kay seller sa mabilis na shipping nung order ko ngayon
0.8582,salamat shopee at kay seller sa mabilis na shipping ng order ko,salamat shopee sa mabilis na delivery at maayos na item
0.8596,salamat shopee at kay seller sa mabilis na shipping ng order ko,thank you seller sa maayos na packaging at mabilis na ship out ng order ko
0.8540,salamat shopee at kay seller sa mabilis na shipping ng order ko,mabilis naipadala ni seller yung order ko kaya natanggap ko agad thanks rider at shopee
0.8553,salamat shopee at kay seller sa mabilis na shipping ng order ko,salamat shopee sa mabilis na delivery at sa voucher kaya nakamura ako sa shipping fee
0.8946,salamat shopee at kay seller sa mabilis na shipping ng order ko,thank you shopee at kay seller sa mabilis na delivery kahit nasa mindanao pa ako nakarating agad yung order
0.8663,salamat shopee at kay seller sa mabilis na shipping ng order ko,thank you shopee sa mabilis na delivery at sa voucher na nagamit ko
0.9311,salamat shopee at kay seller sa mabilis na shipping ng order ko,thank you shopee at kay kuya rider sa mabilis na delivery ng order ko
0.8768,salamat shopee at kay seller sa mabilis na shipping ng order ko,thank you shopee at kay rider sa mabilis na delivery ng parcel
0.8755,maingay masyado yung unit parang may maluwag sa loob nung gear,maingay masyado yung motor parang may maluwag sa loob nung unit
0.9043,nakuha ko na ang parcel nung isang araw at working naman ang unit,nakuha ko na yung parcel kanina at working naman ang unit
0.9147,nakuha ko na ang parcel nung isang araw at working naman ang unit,nakuha ko na ang parcel kanina at working naman ang unit
0.8744,okay naman ang item nung nakuha ko saktong sakto sa kailangan ko,maayos naman ang item nung nakuha ko saktong sakto ang size
0.9425,nakuha na ang parcel kahapon at saktong sakto sa description,nadeliver na yung parcel kahapon at saktong sakto sa description na nakasulat
0.9860,budol find talaga to dahil napaka mura na tapos quality pa,budol finds talaga to dahil napaka mura na tapos quality pa
0.8662,budol find talaga to dahil napaka mura na tapos quality pa,budol find talaga to kasi ang mura na tapos effective pa
0.9604,budol find talaga to dahil napaka mura na tapos quality pa,budol find talaga to kasi ang mura na tapos quality pa ang dikit nito
0.8625,okay ang condition nung unit nung tinanggap ko ang parcel kanina,okay naman ang condition nung caliper nung tinanggap ko ang parcel
0.8595,okay ang condition nung unit nung tinanggap ko ang parcel kanina,okay naman ang condition nung metro nung tinanggap ko ang parcel
0.8879,okay ang condition nung unit nung tinanggap ko ang parcel kanina,okay naman ang condition nung scale nung tinanggap ko ang parcel
0.8607,okay ang condition nung unit nung tinanggap ko ang parcel kanina,maayos naman ang condition nung item nung tinanggap ko ang package nung hapon
0.9045,okay ang condition nung unit nung tinanggap ko ang parcel kanina,condition nung item ay okay naman nung tinanggap ko ang package
0.9211,okay ang condition nung unit nung tinanggap ko ang parcel kanina,maayos naman ang condition nung item nung tinanggap ko parcel
0.8618,okay ang condition nung unit nung tinanggap ko ang parcel kanina,maayos naman ang condition nung bote nung tinanggap ko item
0.9195,nadeliver na ang item kanina at working naman lahat nung sinubukan ko,test ko na ang item kanina at working naman lahat nung sinubukan ko
0.9356,nadeliver na ang item kanina at working naman lahat nung sinubukan ko,nakuha ko na ang item kanina at working naman lahat nung sinubukan ko
0.9356,nadeliver na ang item kanina at working naman lahat nung sinubukan ko,nakuha ko na ang item kanina at working naman lahat nung sinubukan ko
0.8522,unit ay nakuha ko na at nakabalot naman sa bubble wrap nung parcel,nakarating na ang item at balot naman sa bubble wrap ang package
0.9564,ayaw gumana nung motor nung sinaksak ko na sa outlet refund ko to,ayaw mag on nung motor nung sinaksak ko na sa outlet refund ko to
0.8571,received ko na yung item kahapon at working naman lahat nung tinry ko,nakuha ko na ang item kanina at working naman lahat nung sinubukan ko
0.8571,received ko na yung item kahapon at working naman lahat nung tinry ko,nakuha ko na ang item kanina at working naman lahat nung sinubukan ko
0.8642,received ko na yung item kahapon at working naman lahat nung tinry ko,nadeliver na ang item kahapon at working naman lahat
0.8938,received ko na yung item kahapon at working naman lahat nung tinry ko,kinuha ko na ang item kahapon at working nman yung pagpako nya
0.8998,sa tamang oras nadeliver yung order at maayos naman ang condition,dumating ang order sa tamang oras at maayos naman ang condition nung item
0.8510,safe na dumating yung item kahapon at nakabalot naman sa bubble wrap,nadeliver na ang item kahapon balot na balot sa bubble wrap
0.8771,dumating na yung parcel kahapon at working naman ang battery nito,kahapon dumating yung parcel at maayos naman ang pagkaka pack nito
0.9231,nadeliver na ang item kanina at balot naman sa bubble wrap ang package,nakarating na ang item at balot naman sa bubble wrap ang package
0.9477,nadeliver na ang item kanina at balot naman sa bubble wrap ang package,nadeliver na ang item at balot naman sa bubble wrap ang package nito
0.9090,nadeliver na ang item kanina at balot naman sa bubble wrap ang package,nadeliver na ang item kanina balot na balot sa bubble wrap
0.8568,nadeliver na ang item kanina at balot naman sa bubble wrap ang package,nadeliver na ang item kahapon balot na balot sa bubble wrap
0.8790,bilis kumuha ng reading nung caliper hindi na kailangan maghintay,bilis kumuha ng reading nung scale hindi na kailangan maghintay pa
0.9115,received ko na ang parcel nadeliver naman ng maayos nung rider,received ko na ang parcel nadeliver naman ng maayos nung rider kahapon
0.9039,received ko na ang parcel nadeliver naman ng maayos nung rider,tanggap ko na ang parcel nadeliver naman ng maayos nung rider kanina
0.8853,received ko na ang parcel nadeliver naman ng maayos nung rider,received ko na ang parcel nadeliver naman ng maayos
0.9242,received ko na ang parcel nadeliver naman ng maayos nung rider,received na ang parcel nadeliver naman ng rider ng maayos
0.9021,received ko na ang parcel nadeliver naman ng maayos nung rider,received na ang parcel nadeliver naman ng maayos nung rider kanina
0.9680,received ko na ang parcel nadeliver naman ng maayos nung rider,received ko na ang parcel nadeliver naman ng maayos nung rider kanina
0.9049,received ko na ang parcel nadeliver naman ng maayos nung rider,received na ang parcel nadeliver nman ng maayos nung rider kanina
0.8636,nakarating na yung parcel kahapon at kompleto naman ang accessories,nakarating na yung parcel kahapon at kompleto naman ang mga probes
0.8977,nakarating na yung parcel kahapon at kompleto naman ang accessories,order ko na yung parcel kahapon at kompleto naman ang accessories
0.8623,nakarating na yung parcel kahapon at kompleto naman ang accessories,arrived na ang item kahapon at maayos naman ang pagkaka pack nito
0.8753,nakarating na yung parcel kahapon at kompleto naman ang accessories,dumating na yung parcel kahapon at kompleto naman ang order
0.8721,nakarating na yung parcel kahapon at kompleto naman ang accessories,dumating na yung parcel kahapon at kompleto naman ang case sa loob
0.8553,nakarating na yung parcel kahapon at kompleto naman ang accessories,kahapon dumating yung parcel at maayos naman ang pagkaka pack nito
0.8802,nakarating na yung parcel kahapon at kompleto naman ang accessories,kompleto naman ang accessories na kasama nung dumating yung parcel kahapon
0.8859,nakarating na yung parcel kahapon at kompleto naman ang accessories,dumating na yung parcel kahapon at kompleto nman ang set sa box
0.8637,check ko na ang parcel nung isang gabi at okay naman ang unit,received ko na ang parcel nung isang gabi at okay naman ang tester
0.8789,matagal ang battery life nung nakuha ko pero sana tumagal ang unit,matagal ang fuse life nung nakuha ko pero sana tumagal ang unit
0.8924,nadeliver na yung parcel at kompleto lahat nung tatlong metro,nadeliver na yung parcel at kompleto lahat nung tatlong lata nito
0.9476,hinde nman five meters to parang bitin yung sukat nung tape measure,parang hinde nman five meters to bitin yung sukat nung tape
0.8928,bilis maship out ni seller kaya nakuha ko agad order ko kagabi,mabilis maship out ni seller kaya nakuha ko agad order ko sa kanya
0.8639,bilis maship out ni seller kaya nakuha ko agad order ko kagabi,mabilis maship out ni seller nakuha ko agad order ko ngayon araw salamat po sa inyo
0.9356,bilis maship out ni seller kaya nakuha ko agad order ko kagabi,ang bilis maship out ni seller nakuha ko agad order ko ngayon hapon
0.8754,bilis maship out ni seller kaya nakuha ko agad order ko kagabi,mabilis maship out ni seller nakuha ko agad order ko ngayon araw salamat
0.8511,bilis maship out ni seller kaya nakuha ko agad order ko kagabi,mabilis na ship out ni seller kaya nareceive ko agad ngayon
0.9571,bilis maship out ni seller kaya nakuha ko agad order ko kagabi,mabilis naship out ni seller kaya nakuha ko agad yung order ko kahapon
0.8579,description is accurate nung tester saktong sakto yung nakuha ko,description is accurate nung lacquer saktong sakto yung nakuha ko
0.9227,bwesit na tape na to masyadong manipis hindi man lang tumigil tulo,bwesit na tape na to masyadong manipis hindi man lang dumidikit
0.9070,nakuha ko na ang item kanina at working naman yung pagka dikit nito,nakuha ko na yung item kanina at working naman yung pagka adhesive
0.9254,nakuha ko na ang item kanina at working naman yung pagka dikit nito,nakuha ko na ang item kanina at working naman yung pagka stackable nito
0.8662,nakuha ko na ang item kanina at working naman yung pagka dikit nito,kinuha ko na ang item kahapon at working nman yung pagpako nya
0.9197,bwisit na item to mali yung kulay na pinadala nyo sa akin nadeliver,kupal bwisit na item to mali yung kulay na pinadala nyo sa amin nadeliver
0.9281,maayos naman ang packaging ni seller balot na balot sa plastic nung parcel,secured naman ang packaging ni seller balot na balot sa plastic nung parcel
0.8553,maayos naman ang packaging ni seller balot na balot sa plastic nung parcel,maayos naman ang packaging ni seller balot na balot sa bubble wrap kanina
0.8687,maayos naman ang packaging ni seller balot na balot sa plastic nung parcel,maayos naman ang packaging ni seller balot na balot sa bubble wrap
0.9785,maayos naman ang packaging ni seller balot na balot sa plastic nung parcel,packaging ay maayos naman ni seller balot na balot sa plastic nung parcel
0.9431,panalo ang bili ko dito kasi ang mura compare sa hardware store sa amin,panalo ang bili ko dito kasi ang mura kesa sa mga hardware store nadeliver sa amin
0.8715,panalo ang bili ko dito kasi ang mura compare sa hardware store sa amin,worth it ang bayad dito kasi ang mura compare sa hardware store
0.9859,panalo ang bili ko dito kasi ang mura compare sa hardware store sa amin,panalo ang bili ko dito kasi ang mura compare sa mga hardware store sa amin
0.8533,anyare sa wrench na to sira agad yung adjustment nung ginamit ko na kanina,asar sira agad yung pihitan nung adjustable wrench nung ginamit ko
0.9717,description is accurate sa shop saktong sakto yung nakuha ko ngayon na item,description is accurate sa shop saktong sakto yung nakuha ko ngayon
0.9717,description is accurate sa shop saktong sakto yung nakuha ko ngayon na item,description is accurate sa shop saktong sakto yung nakuha ko ngayon
0.8879,safe nung packaging secured na secured ang pipe wrench sa loob nung box,safe nung packaging secured na secured ang spray gun sa loob nung box
0.9001,saya ko dahil wala nang tagas ang mga gripo namin sa bahay dahil dito sa item,saya ko dahil wala nang sira ang mga upuan namin sa bahay dahil dito sa item
0.8522,item arrived nung isang gabi at maayos naman ang packaging nito nakuha sa parcel,arrived na ang item kahapon at maayos naman ang pagkaka pack nito
0.8737,thank you shopee dahil nakuha ko to sa flash sale na napaka mura nadeliver agad,thank you shopee dahil nakuha ko to sa napaka murang price
0.9056,thank you shopee dahil nakuha ko to sa flash sale na napaka mura nadeliver agad,thank you shopee dahil nakuha ko to sa napaka murang price nung sale
0.8905,thank you shopee dahil nakuha ko to sa flash sale na napaka mura nadeliver agad,thank you shopee dahil nakuha ko to sa napaka murang price nung sale uli
0.8997,thank you shopee dahil nakuha ko to sa flash sale na napaka mura nadeliver agad,salamat shopee dahil nakuha ko to sa napaka murang price nung sale
0.9056,thank you shopee dahil nakuha ko to sa flash sale na napaka mura nadeliver agad,thank you shopee dahil nakuha ko to sa napaka murang price nung sale
0.8905,thank you shopee dahil nakuha ko to sa flash sale na napaka mura nadeliver agad,thank you shopee dahil nakuha ko to sa napaka murang price nung sale uli
0.9612,bilis dumating nung order ko salamat seller at sa naghatid nito maingat ang parcel,madali dumating nung order ko salamat seller at sa naghatid kanina maingat ang parcel
0.8697,bilis dumating nung order ko salamat seller at sa naghatid nito maingat ang parcel,bilis nadeliver nung order salamat seller at sa naghatid nito kanina
0.8977,bilis dumating nung order ko salamat seller at sa naghatid nito maingat ang parcel,mabilis dumating nung order salamat seller at sa naghatid nito kanina
0.8900,bilis dumating nung order ko salamat seller at sa naghatid nito maingat ang parcel,agad dumating nung order ko salamat seller at sa naghatid nito kanina
0.8900,bilis dumating nung order ko salamat seller at sa naghatid nito maingat ang parcel,agad dumating nung order ko salamat seller at sa naghatid nito kanina
0.8656,bilis dumating nung order ko salamat seller at sa naghatid nito maingat ang parcel,agad dumating nung order ko salamat seller at sa naghatid nito kanina sa amin
0.8900,bilis dumating nung order ko salamat seller at sa naghatid nito maingat ang parcel,agad dumating nung order ko salamat seller at sa naghatid nito kanina
0.8656,bilis dumating nung order ko salamat seller at sa naghatid nito maingat ang parcel,agad dumating nung order ko salamat seller at sa naghatid nito kanina sa amin
0.8761,bilis dumating nung order ko salamat seller at sa naghatid nito maingat ang parcel,thank you seller sa maayos na packaging at mabilis na ship out ng order ko
0.8535,bilis dumating nung order ko salamat seller at sa naghatid nito maingat ang parcel,dumating na yung order ko salamat rider at seller sa mabilis na delivery service
0.8807,nadeliver na yung parcel kahapon at kompleto ang handle nito sa box nadeliver sa amin,nadeliver na yung parcel kahapon at kompleto naman ang chin strap sa box
0.8541,nadeliver na yung parcel kahapon at kompleto ang handle nito sa box nadeliver sa amin,dumating na yung parcel kahapon at kompleto nman ang set sa box
0.8627,mabilis maship out ni seller nakuha ko agad in three days lang nadeliver sa bahay,mabilis maship out ni seller nakuha ko yung parcel in two days
0.8758,mabilis maship out ni seller nakuha ko agad in three days lang nadeliver sa bahay,mabilis maship out ni seller nakuha ko agad order ko in two days
0.8616,mabilis maship out ni seller nakuha ko agad in three days lang nadeliver sa bahay,agad pinadala ni seller nakuha ko agad order ko in two days lang
0.8758,mabilis maship out ni seller nakuha ko agad in three days lang nadeliver sa bahay,mabilis maship out ni seller nakuha ko agad order ko in two days
0.8616,mabilis maship out ni seller nakuha ko agad in three days lang nadeliver sa bahay,agad pinadala ni seller nakuha ko agad order ko in two days lang
0.8616,mabilis maship out ni seller nakuha ko agad in three days lang nadeliver sa bahay,agad pinadala ni seller nakuha ko agad order ko in two days lang
0.8829,mabilis maship out ni seller nakuha ko agad in three days lang nadeliver sa bahay,mabilis maship out ni seller nakuha ko agad order ko in two days lang
0.8687,mabilis maship out ni seller nakuha ko agad in three days lang nadeliver sa bahay,mabilis naship out ni seller kaya nareceive ko agad within two days lang
0.8540,thank you shopee at sa rider dahil naingatan ang package ko nadeliver ng maayos,thank you shopee at kay rider sa mabilis at maayos na delivery service
0.8778,thank you shopee at sa rider dahil naingatan ang package ko nadeliver ng maayos,thank you shopee at kay kuya rider sa mabilis na delivery ng order ko
0.8819,thank you shopee at sa rider dahil naingatan ang package ko nadeliver ng maayos,thank you shopee at kay rider sa mabilis na delivery ng parcel
0.8844,maayos naman ang unit nung nakuha ko nadeliver naman ng maayos ito nung rider kahapon,maayos naman ang unit nung nakuha ko nadeliver naman ng rider
0.9026,maayos naman ang unit nung nakuha ko nadeliver naman ng maayos ito nung rider kahapon,okay naman ang unit nung nakuha ko nadeliver naman ng rider kanina
0.8807,sarsat yung pagkaka sealed kaya safe na nakarating ang order ko,sarsat yung pagkaka wrap kaya safe na nakarating ang order ko sa bahay
0.8570,sarsat yung pagkaka sealed kaya safe na nakarating ang order ko,sarsat yung pagkaka wrap kaya safe na nakarating ang order ko dito sa bahay
0.8570,sarsat yung pagkaka sealed kaya safe na nakarating ang order ko,sarsat yung pagkaka wrap kaya safe na nakarating ang order ko dito sa bahay
0.9035,sarsat yung pagkaka sealed kaya safe na nakarating ang order ko,balot na balot yung pagkaka wrap kaya safe na nakarating ang order ko
0.8725,sarsat yung pagkaka sealed kaya safe na nakarating ang order ko,balot na balot yung pagkaka wrap kaya safe na nakarating ang order ko dito
0.8725,sarsat yung pagkaka sealed kaya safe na nakarating ang order ko,balot na balot yung pagkaka wrap kaya safe na nakarating ang order ko dito
0.8587,pangit nung quality nung handle parang madaling mabasag yung plastic,sayang nung quality nung plastic parang madaling mabali yung bracket nito
0.8511,pangit nung quality nung handle parang madaling mabasag yung plastic,ang pangit ng quality parang lata lang na tinupi madaling mabe-bend yung handle
0.8531,pangit nung quality nung handle parang madaling mabasag yung plastic,ang pangit ng quality parang luma na yung plastic madaling maputol
